HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrGear,HrComment,HrCoRunningUrComm
2020-03-29,5,531,8,9,進優自在,D258,波健士,--,與對手同步出閘，沿欄居中間之前位置，落後約兩個馬位。直路彎走內欄節省腳程。入直路後固守內疊。受催策，略有反應，接近二百五十米處時受困。一百米處望空，其後保持同速。,
2020-03-29,5,531,9,1,霸勝,A270,黃皓楠,B/TT,出閘迅速，受催策上前，居前列，走內疊。入直路時領先一個馬位。直路初未能再增速。二百五十米處被超越，其後逐漸轉弱。,
2020-03-29,6,532,1,1,至尊高陞,D052,莫雷拉,--,居中間位置，走內欄。末段走勢甚佳，以半個馬位之先勝出。,
2020-03-29,6,532,10,8,天意,V417,梁家俊,B,居中間位置，走第二疊。保持同速。,
2020-03-29,6,532,11,10,劍聶風,A201,黃俊,B,留居於後，走內欄。保持走勢，但僅能略為追前。,
2020-03-29,6,532,12,9,電路一號,B373,楊明綸,H/TT,出閘後上前，居第二疊第二位。毫無競爭力。,
2020-03-29,6,532,13,2,深愛,A088,潘頓,TT,居中間位置，走第二疊。趨近三百米處時嚴重失去平衡。從未有力一爭。（見競賽事件報告。）,
2020-03-29,6,532,14,6,上浦精神,C350,黃皓楠,TT,居後列，走第二疊。直路上毫無表現。（左前腿不良於行，氣管內有血。）,
2020-03-29,6,532,2,4,電訊火箭,C137,利敬國,CP,居中間位置，在沒遮擋下走第三疊。追前，過了一百五十米處後緊迫競跑，但保持走勢，跑獲亞軍。,
2020-03-29,6,532,3,13,生生勝勝,C110,田泰安,B,居中間之後位置，走外疊，但有遮擋。追前，過了一百五十米處後緊迫競跑，但末段衝刺強勁，跑獲季軍。（見競賽事件報告。）,
2020-03-29,6,532,4,7,是必飛飛,D121,波健士,B1,受催策上前，切入內欄領放。保持走勢，一百五十米處轉弱。,
2020-03-29,6,532,5,12,帝豪寶駒,C035,潘明輝,B/TT,出閘後上前，走內欄。保持同速。,
2020-03-29,6,532,6,14,得賞,B288,蔡明紹,--,居後列。過了七百五十米處後走內欄。追前，但一百五十米處洩氣。,
2020-03-29,6,532,7,11,常山耆寶,A275,何澤堯,P,居包尾位置。過了七百五十米處後走第二疊。直路上略為追前。,
2020-03-29,6,532,8,5,果然友,C313,郭能,B-/TT1,居中間之後位置，走內欄。大致保持同速。,
2020-03-29,6,532,9,3,維港奔流,D042,史卓豐,B,出閘後上前。過了六百五十米處後走第二疊。保持走勢至三百米處，其後失地。,
2020-03-29,7,533,1,13,無敵勇士,C483,史卓豐,--,緊隨領放馬。一百五十米處在催策下反應良佳，取得領先。末段力拒亞軍馬匹的強勁挑戰，僅勝。,
2020-03-29,7,533,10,12,地通拿,D346,利敬國,SR1,出閘笨拙及失地，從未超越中間位置。跑離分支直路時力竭。,
2020-03-29,7,533,11,7,平常心,D278,潘頓,CP/TT,落後領放馬不遠。最後三百米在催策下轉弱。（騎師被查詢有關此駒表現令人失望的原因。）,
2020-03-29,7,533,12,1,金鷹翱翔,C446,蘇狄雄,H,趨近分支直路時逐漸墮退至包尾位置。在催策下毫無表現。,
2020-03-29,7,533,13,3,陽剛武士,C328,郭能,CP/H1/XB1,大部分途程居中間位置，走勢欠順。跑離分支直路後在催策下墮退。,
2020-03-29,7,533,14,11,幸運拼圖,D112,波健士,SR,瞬即墮居包尾位置。半程時走勢笨拙。從未參與競逐。,
2020-03-29,7,533,2,6,傳盛,B416,薛恩,--,早段緊隨領放馬，居第七位，落後僅逾兩個馬位，靠近外欄競跑。最後三百米移離外欄展開挑戰。在催策下加速良佳，終點線上僅敗。,
2020-03-29,7,533,3,8,辣臣,D199,田泰安,CP,早段居第七位，落後僅逾兩個馬位，在跑道中央競跑。跑離分支直路時開始發力。持續力拼，未能構成威脅。,
2020-03-29,7,533,4,2,事事亨通,D174,黃俊,XB,自大外檔出閘迅速，靠近外欄領放。保持領先，一百五十米處被超越。,
2020-03-29,7,533,5,5,風雨駒,C376,何澤堯,TT,出閘普通，居最後數位之內，靠近跑道中央競跑。自四百米處起受催策。以穩勢力拼，未能構成威脅。,
2020-03-29,7,533,6,4,奮鬥同心,C314,蔡明紹,H/TT,自內檔出閘笨拙，早段居後列。跑離分支直路時在跑道中央上前，居中間之前位置，落後領放馬不逾兩個馬位。最後二百米未能保持走勢。,
2020-03-29,7,533,7,9,大醇威,D150,梁家俊,B/TT,出閘笨拙及失去平衡，墮居中間之後位置。最後二百米靠近外欄略為追前。,
2020-03-29,7,533,8,10,衝亞,C218,潘明輝,B-,出閘迅速，居中間位置。在催策下保持同速。（氣管內有血。）,
2020-03-29,7,533,9,14,龍鑽輝煌,D143,莫雷拉,B/TT,早段受催策，居前列位置。跑離分支直路時被拋離，乏力墮退。,
2020-03-29,8,534,1,12,智力寶,B311,莫雷拉,--,從未遠離領放馬。自四百五十米處起追前甚多。最後二百米爭奪領先。在力拼下險勝。,
2020-03-29,8,534,10,9,愛逍遙,D190,黃皓楠,H-,自外檔出閘後墮後。中段居包尾位置，落後八個馬位。自五百五十米處起移出大外疊。直路上僅超越已洩氣潰敗的馬匹，從未參與競逐。,
2020-03-29,8,534,11,8,老表醒,D249,蘇狄雄,--,出閘緩慢，居接近包尾位置，落後領放馬七個馬位。直路上超越已洩氣潰敗的馬匹，從未參與競逐。,
2020-03-29,8,534,12,5,競駿披星,C490,黎海榮,CP,出閘僅屬一般，在催策下佔取中間之後位置。千三米處難以穩定走勢。直路上無以為繼。,
2020-03-29,8,534,13,10,桃花盛,D234,潘明輝,--,早段受力策，追趕領放馬匹。接近直路彎時墮退至中間位置。自八百米處起在沒有遮擋下走外疊。跑過三百米處時轉弱。,
2020-03-29,8,534,14,11,怡威,C496,黃俊,TT,自第一檔出閘一般。自千三米處起受催策上前，取得領先。自八百米處起被對手施壓。三百五十米處被超越，迅速墮退。,
2020-03-29,8,534,2,4,玩具達人,D203,郭能,XB,居中間之前位置。三百米處上前爭奪領先。最後二百米與對手激烈拼鬥，僅敗。,
2020-03-29,8,534,3,1,好運多贏,B257,潘頓,SR/TT,早段受催策，居中間之後位置。直路初受困。三百米處望空。最後二百米加速力不及頭兩名馬匹。,
2020-03-29,8,534,4,6,南莊加好,C025,楊明綸,H,墮居後列。五百米處移出外疊。以穩勢追趕。末段傾向內閃，難以策騎。,
2020-03-29,8,534,5,3,閃得快,D061,蔡明紹,CP-/B1/XB1,留居中間位置，走第二疊。最後三百米保持普通走勢。未能追近頭兩名馬匹。,
2020-03-29,8,534,6,13,美麗標緻,C057,何澤堯,B/TT,追趕領放馬，賽事步速平穩。入直路時未能加速。末段保持同速。,
2020-03-29,8,534,7,14,湛江最醒,B406,田泰安,TT,留居中間之後位置。直路上在催策下反應一般。從未追及領先馬匹。,
2020-03-29,8,534,8,7,酷比爸,D212,波健士,H,自大外檔出閘，未能切入內疊。自八百米處起在沒有遮擋下走第四疊。三百米處收慢。直路上未能加速。從未構成威脅。,
2020-03-29,8,534,9,2,美麗甜心,B410,梁家俊,B/TT,受催策上前，八百米處前走外疊。直路彎追迫領放馬。直路初一度領先，二百米處轉弱。,
2020-03-29,9,535,1,4,健快聯盟,C135,潘頓,--,出閘迅速，居中間位置，落後三個馬位，走內欄。沿途走內欄以省腳程。入直路後受催策，反應甚佳。一百五十米處取得領先。保持佳勢，力拒對手的挑戰，以一馬頸位之先勝出賽事。,
2020-03-29,9,535,10,10,錶之皇者,B398,黎海榮,B,出閘迅速，欠缺前速。居後列，走第三疊，有遮擋。直路彎走更外疊，以穩勢衝刺。,
2020-03-29,9,535,11,11,嘜誰嘜誰,C323,波健士,B/TT,自第九檔出閘普通，未能切入內疊。早段居後列，走大外疊，沒有遮擋。跑過九百米處後取得遮擋。直路彎落後六個馬位。入直路時走大外疊。末段略為追前。,
2020-03-29,9,535,12,5,馬友冠,C299,史卓豐,--,出閘十分笨拙，碰撞對手。居中間之後位置，走第三疊，有遮擋。一千米處受阻及被帶出更外疊。中段沒有遮擋。直路初未能再加速，其後逐漸轉弱。（見競賽事件報告。）,
2020-03-29,9,535,13,12,雷公鑿,V279,黃皓楠,--,自第十一檔出閘迅速，落後約一個馬位，走第二疊。一千一百五十米處移入內欄。直路彎走內欄以省腳程。直路初未能再加速，其後逐漸轉弱。,
2020-03-29,9,535,14,14,贏科超影,A164,潘明輝,H/P/TT,留後，落後五個馬位，走內欄。直路彎走內欄以省腳程。直路初受催策，略為交出反應。最後二百米轉弱及收慢。,
2020-03-29,9,535,2,6,繽紛遊戲,C013,田泰安,B,自最外檔出閘迅速，早段走第三疊，沒有遮擋，落後兩個馬位。接近千一米處時走第二疊。直路彎落後相同距離。直路初向外移出，衝刺強勁，取得亞軍，一直未能追及頭馬。,
2020-03-29,9,535,3,2,轉數高,C007,薛恩,B/XB,出閘普通，居包尾位置，落後九個馬位。中段追近。入直路時走第二疊。直路上追前甚多，跑獲季軍。（見競賽事件報告。）,
2020-03-29,9,535,4,7,不羈的風,B271,郭能,B/TT,出閘普通，居中間位置，走第二疊。入直路時落後約三個馬位。直路上追前甚多，取得殿軍。過終點時最為接近。,
2020-03-29,9,535,5,3,威進駒,A326,何澤堯,--,與對手同步出閘，落後六個馬位，走第二疊。跑過七百米處後走更外疊。入直路時落後四個馬位。直路初空位不足，其後追前甚多，過終點時最為接近。,
2020-03-29,9,535,6,9,吉金寶,C298,利敬國,B,出閘時被碰撞，受催策上前，居前列位置，走第二疊。直路彎落後一個馬位。直路初未能再加速，保持穩勢至終點。,
2020-03-29,9,535,7,13,安承,D059,莫雷拉,H/XB,出閘普通，落後三個馬位，走第三疊。自千一米處起沒有遮擋。跑過七百米處後逐漸推進。入直路時落後一個馬位。直路初受催策，略為交出反應。二百米處未能再加速，其後保持穩勢。,
2020-03-29,9,535,8,8,快益善,B478,梁家俊,SR,出閘普通，居中間之後位置，走第二疊。接近一千米處時收慢避開他駒的後蹄，走更外疊。直路彎落後三至四個馬位，以穩勢衝刺。,
2020-03-29,9,535,9,1,美麗滿紛,C475,蔡明紹,V,出閘迅速，受催策上前領先。直路彎前從容領放。直路初保持佳勢。二百米處未能再加速。一百五十米處被超越，其後逐漸轉弱。,
2020-04-01,1,537,1,3,東龍陣,B394,田泰安,TT,自第十一檔出閘普通，居中間之後位置，走第二疊。入直路時落後約兩個馬位，衝刺強勁，勝出賽事。,
2020-04-01,1,537,10,5,君悅灣,P421,黃皓楠,H-/B2/TT,自第十檔出閘迅速，未能切入內疊，居中間稍前位置，走第四疊。入直路時被帶出更外疊。直路初未能再加速，其後逐漸轉弱。,
2020-04-01,1,537,11,2,中華精神,D148,梁家俊,H-,出閘普通，居前列位置，走大外疊。直路彎走第三疊。直路上逐漸轉弱。,
2020-04-01,1,537,12,8,勁快步,A053,黃俊,B,與對手同步出閘，落後約一個馬位，走第三疊。跑過八百米處後逐漸失位。直路初再無餘力，包尾而回。,
2020-04-01,1,537,2,10,喜氣綿綿,C236,楊明綸,B/H,出閘迅速，居前列位置，走內疊，沿途走勢良佳。入直路時領先四分三個馬位。直路上保持佳勢，但最後一百米不敵頭馬。,
2020-04-01,1,537,3,9,獵狐章者,B187,蔡明紹,B/TT,自最外檔出閘普通，居中間之後位置，走外疊，有遮擋。直路彎落後約三個馬位。入直路時走大外疊，衝刺強勁，取得季軍。,
2020-04-01,1,537,4,1,十分酷,A328,何澤堯,H-/P-/TT1,出閘笨拙，居後列，走第二疊。直路彎落後三至四個馬位。直路上追前甚多，跑獲殿軍。（右前腿不良於行。）,
2020-04-01,1,537,5,7,幸運大兄,A423,潘頓,B/TT,與對手同步出閘，落後領放馬一個馬位，走內欄。直路彎前居相同位置。直路初未能再加速，保持穩勢至終點。,
2020-04-01,1,537,6,12,運來威力,B120,波健士,TT,與對手同步出閘，欠缺前速，居中間之後位置，走內欄。沿途走內欄以省腳程。入直路時落後約三個馬位，以穩勢衝刺。,
2020-04-01,1,537,7,11,洪荒駿駒,A031,利敬國,CP-/SR1/V2,出閘迅速，居中間之前位置，走第二疊。入直路時走更外疊。直路初略為追前。二百米處未能再加速，其後保持穩勢。,
2020-04-01,1,537,8,6,君子精神,V274,黎海榮,CP1,自第一檔出閘普通，欠缺前速，居包尾位置，落後六至七個馬位。跑過六百米處後開始上前。入直路時走大外疊，以穩勢衝刺。,
2020-04-01,1,537,9,4,晨曦寶馬,C023,莫雷拉,B,出閘迅速，居前列位置，走第二疊。入直路時落後四分三個馬位。直路初未能再加速。最後二百米逐漸轉弱。（見競賽事件報告。）,
2020-04-01,2,538,1,8,陽明滿滿,B047,何澤堯,B,在力策下保持在中間位置。步速甚快，有利發揮。三百五十米處穩步上前，勝出賽事。,
2020-04-01,2,538,10,5,瑩之光,B080,郭能,CP,出閘緩慢，在力策下保持在中間位置，走第三疊。以末段最為接近。,
2020-04-01,2,538,11,4,寶成智叻,D227,薛恩,XB1,起步後收慢，走第四疊。從未能上前。,
2020-04-01,2,538,12,3,皓月千里,C538,黎海榮,B/TT,沿途走第四疊，居中間位置。四百米處墮退。,
2020-04-01,2,538,2,1,旋里多彩,B469,梁家俊,B,受力策上前，走第二疊。步速甚快，不合發揮。三百米處取得領先。五十米處被頭馬超越。,
2020-04-01,2,538,3,10,金剛石,C106,利敬國,B/TT,受力策，固守內欄，居中間位置。步速甚快，有利發揮。四百米處空位不足。望空後逐漸上前。,
2020-04-01,2,538,4,6,嘉喜旺,C421,潘明輝,V1/XB2,居後列，走第三疊。步速甚快，適合發揮。二百米處穩步上前。,
2020-04-01,2,538,5,9,一路順風,C453,黃俊,B,受力策上前切入內欄，以甚快步速領放。保持走勢，一百五十米處轉弱。,
2020-04-01,2,538,6,2,盈華盛甲,A179,蔡明紹,B,居後列，走第三疊。步速甚快，有利發揮。三百五十米處穩步上前。一百五十米處無以為繼。,
2020-04-01,2,538,7,11,樂飛勝,B450,田泰安,H,居後列，走第二疊。步速甚快，有利發揮。二百米處略為追前。,
2020-04-01,2,538,8,12,爪皇轟天,A291,黃皓楠,B-/TT,收慢以佔取包廂位置。二百米處力竭。,
2020-04-01,2,538,9,7,正時機,C161,蘇狄雄,B,出閘緩慢，受力策跟上馬群，其後被拋離。走勢平平，二百米處略為追前。,
2020-04-01,3,539,1,7,執到笑,B130,郭能,B/TT,居中間位置。入直路時走外疊。直路上持續追前。衝刺強勁，勝出賽事。,
2020-04-01,3,539,10,2,好腳頭,S131,黃皓楠,PC/TT,出閘僅屬一般，居後列。直路上對催策反應有限。,
2020-04-01,3,539,11,4,埼豐,A083,潘頓,--,受催策，居中間之前位置。跑過五百五十米處時受催策。跑過二百米處時轉弱。,
2020-04-01,3,539,12,5,真跑得,A220,何澤堯,V1/TT-,起步後留後，居後列。直路上對催策毫無反應。,
2020-04-01,3,539,13,1,銀亮福將,B418,黎海榮,H-/B1/TT,出閘十分笨拙，勒避他駒後蹄，居包尾位置。直路上轉弱。必須試閘及格，才可再次出賽。,
